,CMPNM_NM,JJINHBT_SALES_PRICE_RATE,OTSD_SALES_PRICE_RATE,ALL_SALES_PRICE_RATE,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM
3240,동새벽김밥,0.5316666666666666,0.006666666666666667,0.041666666666666664,제주시,삼양동,제주시 동지역,간식,분식
3241,동서네,0.315,0.006666666666666667,0.03,서귀포시,성산읍,성산읍,한식,단품요리 전문
3242,동서네해장국세화점,0.32333333333333336,0.01,0.02666666666666667,제주시,구좌읍,구좌읍,한식,단품요리 전문
3243,동서순대,0.43166666666666664,0.0,0.028333333333333335,서귀포시,서홍동,서귀포시 동지역,한식,가정식
3244,동서지간,1.1266666666666667,0.01,0.07833333333333332,제주시,건입동,제주시 동지역,한식,가정식
3245,동선제면가,0.405,0.15333333333333335,0.17166666666666666,서귀포시,남원읍,남원읍,한식,가정식
3246,동성수산,2.155,0.32666666666666666,0.4483333333333333,서귀포시,대정읍,대정읍,한식,단품요리 전문
3247,동성식당,0.6411111111111112,0.012222222222222223,0.05,서귀포시,대정읍,대정읍,한식,단품요리 전문
3248,동수네흑돼지,0.22166666666666668,0.15333333333333332,0.16333333333333333,제주시,애월읍,애월읍,한식,단품요리 전문
3249,동수식당,0.7799999999999999,0.03333333333333333,0.07666666666666666,서귀포시,대정읍,대정읍,한식,가정식
3250,동승호,0.065,0.0,0.005,제주시,이도2동,제주시 동지역,한식,단품요리 전문
3251,동아리꼬치구이,0.26166666666666666,0.0033333333333333335,0.02,서귀포시,중앙동,서귀포시 동지역,주점및주류판매,꼬치구이
3252,동아리꼬치구이 도남대림점,0.375,0.0016666666666666668,0.028333333333333332,제주시,이도2동,제주시 동지역,주점및주류판매,꼬치구이
3253,동아리꼬치구이도남점,0.5216666666666666,0.0,0.03333333333333333,제주시,이도2동,제주시 동지역,주점및주류판매,꼬치구이
3254,동아리꼬치구이뜨래별점,0.15333333333333332,0.008333333333333333,0.018333333333333333,제주시,이도2동,제주시 동지역,주점및주류판매,꼬치구이
3255,동아리꼬치구이신산점,0.2833333333333333,0.0,0.02,제주시,일도2동,제주시 동지역,주점및주류판매,꼬치구이
3256,동아리꼬치구이오라점,0.26666666666666666,0.005,0.02,제주시,오라동,제주시 동지역,주점및주류판매,꼬치구이
3257,동아리꼬치구이용담점,0.22999999999999998,0.0016666666666666668,0.016666666666666666,제주시,용담2동,제주시 동지역,주점및주류판매,꼬치구이
3258,동아리꼬치구이일도점,0.09000000000000001,0.0,0.005,제주시,이도2동,제주시 동지역,주점및주류판매,꼬치구이
3259,동아리노형서중점,0.2,0.0,0.01,제주시,노형동,제주시 동지역,한식,가정식
3260,동아리봉개점,0.41333333333333333,0.0,0.024999999999999998,제주시,봉개동,제주시 동지역,한식,가정식
3261,동아리이도아람점,0.1325,0.0,0.01,제주시,이도2동,제주시 동지역,한식,가정식
3262,동아리한라점,0.15,0.0016666666666666668,0.01,제주시,삼도1동,제주시 동지역,한식,단품요리 전문
3263,동아리화북주공점,0.6783333333333333,0.0033333333333333335,0.045000000000000005,제주시,화북동,제주시 동지역,주점및주류판매,꼬치구이
3264,동아식당,0.2733333333333334,0.0,0.013333333333333334,서귀포시,성산읍,성산읍,한식,가정식
3265,동양수산,0.08333333333333333,0.02666666666666667,0.03,제주시,건입동,제주시 동지역,한식,회
3266,동양식당,0.0,0.005,0.005,서귀포시,동홍동,서귀포시 동지역,한식,가정식
3267,동양식당(주),0.005,0.0,0.0,서귀포시,대륜동,서귀포시 동지역,한식,가정식
3268,동언식당,0.03166666666666667,0.0033333333333333335,0.005,서귀포시,천지동,서귀포시 동지역,한식,가정식
3269,동완식당,0.21833333333333335,0.023333333333333334,0.03333333333333333,서귀포시,천지동,서귀포시 동지역,간식,분식
3270,동우네,0.3,0.0,0.018333333333333333,제주시,일도2동,제주시 동지역,한식,단품요리 전문
3271,동원정식당,0.22166666666666668,0.0016666666666666668,0.016666666666666666,제주시,일도2동,제주시 동지역,한식,가정식
3272,동유암식당,0.008333333333333333,0.005,0.005,서귀포시,성산읍,성산읍,한식,가정식
3273,동이트는집,2.1508333333333334,0.018333333333333333,0.14916666666666667,제주시,일도2동,제주시 동지역,한식,가정식
3274,동이트는집신제주점,2.1133333333333333,0.024999999999999998,0.155,제주시,연동,제주시 동지역,한식,단품요리 전문
3275,동일리어멍식당,0.09,0.002,0.008,서귀포시,대정읍,대정읍,한식,가정식
3276,동진,0.16333333333333333,0.10333333333333333,0.10999999999999999,제주시,일도1동,제주시 동지역,한식,가정식
3277,동진식당공항점,0.3516666666666666,0.06666666666666667,0.08333333333333333,제주시,용담2동,제주시 동지역,한식,가정식
3278,동쪽빵앗간,0.17666666666666667,0.0,0.011666666666666667,제주시,삼양동,제주시 동지역,한식,단품요리 전문
3279,동천숯불갈비,0.30416666666666664,0.005,0.023333333333333334,제주시,삼도2동,제주시 동지역,한식,단품요리 전문
3280,동춘돌곱창,1.0379999999999998,0.002,0.066,제주시,일도2동,제주시 동지역,한식,단품요리 전문
3281,동카름,1.2249999999999999,0.05833333333333333,0.12833333333333333,제주시,조천읍,조천읍,한식,가정식
3282,동카름엔 황금농장,0.20800000000000002,0.0,0.014000000000000002,서귀포시,대천동,서귀포시 동지역,한식,가정식
3283,동트레,0.17833333333333334,0.041666666666666664,0.05333333333333334,서귀포시,성산읍,성산읍,한식,가정식
3284,동한두기길31,0.31333333333333335,0.034999999999999996,0.05333333333333334,제주시,용담1동,제주시 동지역,한식,단품요리 전문
3285,동해물가든,0.7000000000000001,0.011666666666666667,0.049999999999999996,서귀포시,대천동,서귀포시 동지역,한식,단품요리 전문
3286,동해미락,0.8450000000000001,0.63,0.6633333333333333,서귀포시,송산동,서귀포시 동지역,한식,단품요리 전문
3287,동해복국,0.2383333333333333,0.0016666666666666668,0.018333333333333333,제주시,이도2동,제주시 동지역,한식,가정식
3288,동해수산회센타,0.7733333333333333,0.18166666666666667,0.22333333333333336,제주시,일도1동,제주시 동지역,한식,단품요리 전문
3289,동해식당,0.13,0.016666666666666666,0.023333333333333334,제주시,조천읍,조천읍,한식,가정식
3290,동해야,0.15833333333333333,0.013333333333333334,0.021666666666666667,제주시,용담2동,제주시 동지역,한식,가정식
3291,동해옛날보리빵,0.030000000000000002,0.0,0.005,서귀포시,중문동,서귀포시 동지역,한식,가정식
3292,동해정설렁탕,0.041666666666666664,0.0,0.0033333333333333335,서귀포시,중앙동,서귀포시 동지역,한식,단품요리 전문
3293,동해호,0.16,0.0033333333333333335,0.011666666666666667,제주시,한림읍,한림읍,한식,단품요리 전문
3294,동향치킨,0.078,0.002,0.008,제주시,조천읍,조천읍,패스트푸드,치킨
3295,동현,0.6133333333333334,0.05333333333333334,0.09166666666666667,서귀포시,대정읍,대정읍,한식,가정식
3296,동협한라회초밥,0.03,0.0,0.0,제주시,연동,제주시 동지역,아시아음식,일식
3297,동호갈비,0.5299999999999999,0.12333333333333334,0.15333333333333335,서귀포시,중문동,서귀포시 동지역,한식,가정식
3298,동호식당,0.465,0.005,0.03333333333333333,서귀포시,천지동,서귀포시 동지역,한식,가정식
3299,동홍돈,0.4749999999999999,0.008333333333333333,0.035,서귀포시,동홍동,서귀포시 동지역,한식,가정식
3300,동홍분식,0.7816666666666667,0.01,0.05666666666666667,서귀포시,동홍동,서귀포시 동지역,간식,분식
3301,동홍소량,1.835,0.01,0.12,서귀포시,동홍동,서귀포시 동지역,한식,가정식
3302,동홍옛날통닭,0.4683333333333333,0.0016666666666666668,0.03,서귀포시,동홍동,서귀포시 동지역,패스트푸드,치킨
3303,동홍정육식당,0.10833333333333334,0.006666666666666667,0.01,서귀포시,동홍동,서귀포시 동지역,한식,가정식
3304,동홍파스타,0.17,0.0,0.01,서귀포시,동홍동,서귀포시 동지역,한식,단품요리 전문
3305,동화네동태찌게,0.0033333333333333335,0.0,0.0,제주시,이도1동,제주시 동지역,한식,가정식
3306,동화로 연탄구이,1.8683333333333334,0.006666666666666667,0.12333333333333334,제주시,화북동,제주시 동지역,한식,가정식
3307,동화면사무소,0.03,0.0,0.0,제주시,화북동,제주시 동지역,한식,가정식
3308,동화흑돼지,0.19,0.0,0.012,제주시,화북동,제주시 동지역,한식,단품요리 전문
3309,동환식당,0.7816666666666666,0.04833333333333334,0.09500000000000001,서귀포시,대륜동,서귀포시 동지역,한식,가정식
3310,동흥동제이제이하우스,0.2333333333333333,0.0,0.015,서귀포시,동홍동,서귀포시 동지역,한식,단품요리 전문
3311,동희횟집,0.16666666666666666,0.043333333333333335,0.04666666666666667,제주시,용담2동,제주시 동지역,아시아음식,일식
3312,돛배,0.6166666666666667,0.011666666666666667,0.04833333333333334,제주시,연동,제주시 동지역,아시아음식,일식
3313,돼갈통,0.09,0.004,0.012,제주시,연동,제주시 동지역,한식,단품요리 전문
3314,돼지공화국,0.5983333333333333,0.0,0.04,서귀포시,동홍동,서귀포시 동지역,한식,단품요리 전문
3315,돼지구이연구소,1.3099999999999998,0.02666666666666667,0.11,제주시,이도1동,제주시 동지역,한식,가정식
3316,돼지구이연구소본점,0.8616666666666667,0.016666666666666666,0.06833333333333334,제주시,연동,제주시 동지역,한식,가정식
3317,돼지굽는정원,0.6233333333333334,0.48666666666666664,0.5083333333333333,제주시,한림읍,한림읍,한식,단품요리 전문
3318,돼지궁뎅이,0.3116666666666667,0.005,0.025000000000000005,서귀포시,천지동,서귀포시 동지역,한식,가정식
3319,돼지꿈본점,0.16666666666666666,0.0033333333333333335,0.016666666666666666,제주시,연동,제주시 동지역,한식,가정식
3320,돼지목장,0.2966666666666667,0.021666666666666667,0.03833333333333334,제주시,연동,제주시 동지역,한식,가정식
3321,돼지몰이촌,0.14833333333333334,0.0016666666666666668,0.01,제주시,일도2동,제주시 동지역,한식,가정식
3322,돼지물고기,0.13333333333333333,0.008333333333333333,0.013333333333333334,제주시,한림읍,한림읍,한식,가정식
3323,돼지부속구이장군집,0.6116666666666667,0.03,0.06833333333333334,제주시,애월읍,애월읍,한식,가정식
3324,돼지사랑,0.42333333333333334,0.0016666666666666668,0.03,서귀포시,동홍동,서귀포시 동지역,한식,가정식
3325,돼지삼춘생구이,2.2666666666666666,0.06833333333333333,0.20166666666666666,제주시,연동,제주시 동지역,한식,가정식
3326,돼지삼형제,0.7716666666666666,0.24833333333333332,0.2916666666666667,서귀포시,중문동,서귀포시 동지역,한식,가정식
3327,돼지소주방,0.12166666666666666,0.0033333333333333335,0.01,서귀포시,대정읍,대정읍,한식,가정식
3328,돼지아구찜,0.025,0.0,0.0,서귀포시,표선면,표선면,한식,단품요리 전문
3329,돼지아빠,0.6266666666666666,0.021666666666666667,0.056666666666666664,제주시,노형동,제주시 동지역,한식,가정식
3330,돼지아저씨족발,0.3133333333333333,0.0016666666666666668,0.024999999999999998,제주시,일도2동,제주시 동지역,한식,단품요리 전문
3331,돼지촌,3.1283333333333334,0.12,0.31,제주시,노형동,제주시 동지역,한식,가정식
3332,두가시영,0.8033333333333333,0.005,0.05333333333333334,서귀포시,표선면,표선면,한식,가정식
3333,두가시의 부엌,0.06999999999999999,0.075,0.07833333333333332,서귀포시,대천동,서귀포시 동지역,한식,가정식
3334,두갓,0.12333333333333334,0.06,0.06833333333333334,제주시,노형동,제주시 동지역,한식,단품요리 전문
3335,두꺼비집,0.22166666666666668,0.013333333333333334,0.024999999999999998,제주시,구좌읍,구좌읍,한식,가정식
3336,두꺼비치킨,0.015,0.0,0.0,서귀포시,중앙동,서귀포시 동지역,패스트푸드,치킨
3337,두끼 서귀포점,0.42,0.013333333333333334,0.03666666666666667,서귀포시,중앙동,서귀포시 동지역,간식,분식
3338,두끼떡볶이 제주노형점,1.5183333333333333,0.011666666666666667,0.10333333333333333,제주시,노형동,제주시 동지역,간식,분식
3339,두끼제주시청점,1.375,0.013333333333333334,0.09833333333333334,제주시,이도2동,제주시 동지역,간식,분식
3340,두남자이야기,0.15833333333333335,0.0033333333333333335,0.013333333333333334,제주시,연동,제주시 동지역,한식,단품요리 전문
3341,두다리,0.12200000000000003,0.0,0.008,제주시,용담1동,제주시 동지역,한식,가정식
3342,두더지식당제주,0.9733333333333333,0.015,0.07,제주시,이도2동,제주시 동지역,양식,양식
3343,두두,0.04,0.0,0.0033333333333333335,제주시,한림읍,한림읍,한식,단품요리 전문
3344,두둠치밥,0.2675,0.0025,0.0175,제주시,이도2동,제주시 동지역,한식,가정식
3345,두레반점,0.32,0.01,0.024999999999999998,서귀포시,표선면,표선면,아시아음식,중식
3346,두레촌삼계탕,0.09000000000000001,0.0,0.005,제주시,이도2동,제주시 동지역,한식,단품요리 전문
3347,두루,2.1833333333333336,0.01,0.1416666666666667,제주시,노형동,제주시 동지역,한식,가정식
3348,두루두루,0.96,0.1366666666666667,0.19166666666666665,제주시,연동,제주시 동지역,주점및주류판매,포장마차
3349,두루와,0.03,0.0,0.0,제주시,연동,제주시 동지역,한식,가정식
3350,두루치기먹고가게,0.16,0.015,0.024999999999999998,서귀포시,성산읍,성산읍,한식,가정식
3351,두리,0.03,0.0,0.0,서귀포시,표선면,표선면,한식,단품요리 전문
3352,두리김밥,0.21833333333333335,0.0,0.015,제주시,이도2동,제주시 동지역,간식,분식
3353,두리둠비,0.288,0.08,0.098,서귀포시,예래동,서귀포시 동지역,한식,단품요리 전문
3354,두리아숯불바베큐일도점,1.1833333333333333,0.0,0.07333333333333333,제주시,일도2동,제주시 동지역,패스트푸드,치킨
3355,두리칼국수,0.11666666666666665,0.0,0.008333333333333333,제주시,노형동,제주시 동지역,한식,단품요리 전문
3356,두마리찜닭두찜서귀포동홍점,0.52,0.030000000000000002,0.06,서귀포시,동홍동,서귀포시 동지역,한식,가정식
3357,두마리찜닭두찜앤떡참제주함덕점,0.3,0.016666666666666666,0.03,제주시,조천읍,조천읍,한식,단품요리 전문
3358,두마리찜닭두찜제주아라점,0.54,0.005,0.04,제주시,아라동,제주시 동지역,한식,가정식
3359,두마리찜닭서귀포중문점,0.35333333333333333,0.016666666666666666,0.03666666666666667,서귀포시,중문동,서귀포시 동지역,한식,단품요리 전문
