,CMPNM_NM,JJINHBT_SALES_PRICE_RATE,OTSD_SALES_PRICE_RATE,ALL_SALES_PRICE_RATE,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM
2999,돈본날,0.7783333333333333,0.0016666666666666668,0.049999999999999996,서귀포시,동홍동,서귀포시 동지역,한식,가정식
3000,돈블랙,1.5583333333333333,0.48666666666666664,0.565,서귀포시,중앙동,서귀포시 동지역,한식,가정식
3001,돈블랙올레시장점,0.5,0.255,0.27999999999999997,서귀포시,중앙동,서귀포시 동지역,한식,가정식
3002,돈블럭,0.14833333333333334,0.05833333333333333,0.06333333333333334,서귀포시,중문동,서귀포시 동지역,한식,가정식
3003,돈뼈해장국,0.02,0.0,0.0,제주시,건입동,제주시 동지역,한식,단품요리 전문
3004,돈사돈,1.9933333333333334,2.0716666666666668,2.1333333333333333,제주시,노형동,제주시 동지역,한식,단품요리 전문
3005,돈사돈  월정점,0.2966666666666667,0.5933333333333334,0.5933333333333334,제주시,구좌읍,구좌읍,한식,단품요리 전문
3006,돈사돈 중문점,0.20333333333333334,0.68,0.6733333333333333,서귀포시,중문동,서귀포시 동지역,한식,단품요리 전문
3007,돈사돈2호점,2.2333333333333334,0.8866666666666667,0.9983333333333334,제주시,노형동,제주시 동지역,한식,단품요리 전문
3008,돈사무소,3.4433333333333334,0.10166666666666667,0.3066666666666667,제주시,이도2동,제주시 동지역,한식,가정식
3009,돈사무소노형점,1.61,0.045000000000000005,0.14166666666666666,제주시,노형동,제주시 동지역,한식,가정식
3010,돈사빠,0.15,0.02666666666666667,0.035,서귀포시,대정읍,대정읍,한식,단품요리 전문
3011,돈사촌노형점,0.5266666666666667,0.03666666666666667,0.06666666666666667,제주시,노형동,제주시 동지역,한식,가정식
3012,돈사촌외도점,1.9216666666666669,0.16166666666666668,0.2733333333333334,제주시,외도동,제주시 동지역,한식,가정식
3013,돈사향서귀포점,0.45333333333333337,0.045000000000000005,0.07,서귀포시,천지동,서귀포시 동지역,한식,가정식
3014,돈삼겹,0.5516666666666666,0.016666666666666666,0.05333333333333334,서귀포시,중앙동,서귀포시 동지역,한식,단품요리 전문
3015,돈삼겹노형뜨란채점,2.0733333333333333,0.015,0.14,제주시,노형동,제주시 동지역,한식,단품요리 전문
3016,돈삼겹삼화2호점,0.7266666666666667,0.0033333333333333335,0.05333333333333334,제주시,화북동,화북동,한식,돼지고기
3017,돈삼겹삼화3호점,1.7066666666666668,0.011666666666666667,0.115,제주시,삼양동,제주시 동지역,한식,단품요리 전문
3018,돈삼겹삼화점,2.8649999999999998,0.013333333333333334,0.18333333333333335,제주시,화북동,제주시 동지역,한식,단품요리 전문
3019,돈삼겹아라점,3.1300000000000003,0.041666666666666664,0.23,제주시,아라동,제주시 동지역,한식,단품요리 전문
3020,돈삼겹외도점,2.0016666666666665,0.023333333333333334,0.1416666666666667,제주시,외도동,제주시 동지역,한식,단품요리 전문
3021,돈삼겹직영5호점,1.33,0.01,0.08666666666666667,제주시,이도2동,제주시 동지역,한식,단품요리 전문
3022,돈삼겹하귀점,1.6366666666666667,0.023333333333333334,0.11833333333333333,제주시,애월읍,애월읍,한식,단품요리 전문
3023,돈삼겹한라점,1.7283333333333335,0.028333333333333335,0.135,제주시,연동,제주시 동지역,한식,단품요리 전문
3024,돈삼촌,0.525,0.006666666666666667,0.04,제주시,일도2동,제주시 동지역,한식,가정식
3025,돈세기,0.37666666666666665,0.0016666666666666668,0.024999999999999998,제주시,용담1동,제주시 동지역,한식,단품요리 전문
3026,돈세상,0.37333333333333335,0.0016666666666666668,0.028333333333333332,제주시,이도2동,제주시 동지역,한식,가정식
3027,돈셰프흑돼지,0.08571428571428573,0.13999999999999999,0.14285714285714285,제주시,애월읍,애월읍,한식,단품요리 전문
3028,돈소금,0.625,0.005,0.041666666666666664,제주시,이도1동,제주시 동지역,한식,가정식
3029,돈수육,1.2383333333333333,0.07333333333333333,0.15166666666666667,서귀포시,대륜동,서귀포시 동지역,한식,가정식
3030,돈순이,0.235,0.06999999999999999,0.08166666666666667,서귀포시,남원읍,남원읍,한식,가정식
3031,돈아돈아숯불구이,0.12833333333333333,0.005,0.011666666666666667,서귀포시,안덕면,안덕면,한식,가정식
3032,돈앤삼겹,1.6033333333333335,0.005,0.10166666666666667,제주시,연동,제주시 동지역,한식,단품요리 전문
3033,돈앤삼겹봉개점,0.6766666666666667,0.01,0.05666666666666667,제주시,봉개동,제주시 동지역,한식,돼지고기
3034,돈앤삼겹삼도점,0.9116666666666666,0.006666666666666667,0.06333333333333334,제주시,삼도1동,제주시 동지역,한식,단품요리 전문
3035,돈앤삼겹탑동점,0.16799999999999998,0.006,0.014000000000000002,제주시,삼도2동,제주시 동지역,한식,단품요리 전문
3036,돈야탑촌,0.154,0.0,0.01,제주시,삼도1동,제주시 동지역,한식,가정식
3037,돈야탑촌본점,0.6333333333333333,0.0016666666666666668,0.04,제주시,외도동,제주시 동지역,한식,단품요리 전문
3038,돈야탑촌일도점,0.5950000000000001,0.006666666666666667,0.041666666666666664,제주시,이도2동,제주시 동지역,한식,가정식
3039,돈어길,0.585,0.19666666666666666,0.22666666666666666,서귀포시,대정읍,대정읍,한식,가정식
3040,돈오름,0.42083333333333334,0.0075,0.03416666666666667,서귀포시,남원읍,남원읍,한식,가정식
3041,돈오름숯불갈비,0.345,0.06333333333333334,0.08333333333333333,제주시,연동,제주시 동지역,한식,가정식
3042,돈와랑,0.715,0.05,0.11,제주시,한경면,한경면,한식,돼지고기
3043,돈우촌숯불갈비,0.18333333333333332,0.011666666666666667,0.024999999999999998,서귀포시,성산읍,성산읍,한식,가정식
3044,돈이랑,0.754,1.313,1.324,서귀포시,예래동,서귀포시 동지역,한식,가정식
3045,돈이랑성산점,0.27,0.7383333333333333,0.7383333333333333,서귀포시,성산읍,성산읍,한식,가정식
3046,돈잇수다,0.27666666666666667,0.011666666666666667,0.03,제주시,연동,제주시 동지역,한식,단품요리 전문
3047,돈자루,1.47875,0.02,0.11125,제주시,노형동,제주시 동지역,한식,가정식
3048,돈장군,1.915,0.11,0.2233333333333333,서귀포시,대정읍,대정읍,한식,가정식
3049,돈장숯불구이,0.045000000000000005,0.04,0.043333333333333335,서귀포시,성산읍,성산읍,한식,가정식
3050,돈주는 빠식이,0.51,0.03833333333333334,0.06666666666666667,제주시,조천읍,조천읍,한식,단품요리 전문
3051,돈줄,2.9225000000000003,0.017499999999999998,0.23,제주시,일도2동,제주시 동지역,한식,단품요리 전문
3052,돈지,0.37666666666666665,0.008333333333333333,0.03166666666666667,제주시,일도1동,제주시 동지역,한식,가정식
3053,돈지식당,0.625,0.19999999999999998,0.2333333333333333,서귀포시,대정읍,대정읍,한식,가정식
3054,돈지정가든,0.035,0.0033333333333333335,0.008333333333333333,제주시,한림읍,한림읍,한식,가정식
3055,돈짝시청점,0.6483333333333333,0.018333333333333333,0.055,제주시,이도2동,제주시 동지역,한식,단품요리 전문
3056,돈짝인제점,0.59,0.01,0.04,제주시,일도2동,제주시 동지역,한식,단품요리 전문
3057,돈짬서귀포점,0.7133333333333334,0.013333333333333334,0.05666666666666667,서귀포시,중앙동,서귀포시 동지역,아시아음식,중식
3058,돈짬제주시청점,2.0366666666666666,0.04,0.16333333333333333,제주시,이도2동,제주시 동지역,한식,가정식
3059,돈짱,1.2,0.12777777777777777,0.20666666666666667,제주시,도두동,제주시 동지역,한식,가정식
3060,돈쫄돈 신제주점,0.3466666666666667,0.01,0.028333333333333332,제주시,연동,제주시 동지역,한식,단품요리 전문
3061,돈쫄돈삼화점,0.17,0.0,0.01,제주시,삼양동,제주시 동지역,한식,가정식
3062,돈쫄돈제대점,0.22,0.013333333333333334,0.02666666666666667,제주시,아라동,제주시 동지역,한식,돼지고기
3063,돈치킨,0.36166666666666664,0.006666666666666667,0.028333333333333335,서귀포시,천지동,서귀포시 동지역,패스트푸드,치킨
3064,돈치킨노형점,0.07,0.005,0.01,제주시,노형동,제주시 동지역,패스트푸드,치킨
3065,돈치킨서귀포시모슬포점,0.2825,0.005,0.0225,서귀포시,대정읍,대정읍,패스트푸드,치킨
3066,돈키호테,0.22,0.01,0.02,서귀포시,안덕면,안덕면,한식,가정식
3067,돈키호테샌드위치앤하몽,0.008,0.0,0.0,서귀포시,대륜동,서귀포시 동지역,한식,단품요리 전문
3068,돈테일러익스프레스,0.44166666666666665,0.01,0.03666666666666667,제주시,이도2동,제주시 동지역,양식,양식
3069,돈파스타정원,1.0966666666666667,0.4366666666666667,0.48666666666666664,제주시,애월읍,애월읍,한식,단품요리 전문
3070,돈판돈,0.21,0.07,0.09,서귀포시,정방동,서귀포시 동지역,한식,돼지고기
3071,돈풍,0.23,0.045000000000000005,0.05833333333333333,제주시,노형동,제주시 동지역,한식,단품요리 전문
3072,돈풍년,10.973333333333334,0.14833333333333334,0.8116666666666666,제주시,아라동,제주시 동지역,한식,단품요리 전문
3073,돈플라이,0.3516666666666666,0.03833333333333333,0.056666666666666664,제주시,연동,제주시 동지역,한식,가정식
3074,돈하,0.03,0.0,0.0,서귀포시,중앙동,서귀포시 동지역,한식,돼지고기
3075,돈하루방,1.095,0.09000000000000001,0.155,제주시,이도1동,제주시 동지역,한식,단품요리 전문
3076,돈하루본점,0.0,0.02,0.02,서귀포시,예래동,서귀포시 동지역,한식,가정식
3077,돈항아리  숯불구이,0.4366666666666667,0.005,0.03,제주시,일도2동,제주시 동지역,한식,가정식
3078,돈해상,0.8016666666666666,0.17833333333333332,0.22333333333333336,제주시,한림읍,한림읍,한식,단품요리 전문
3079,돈해야,3.8183333333333334,0.15,0.36333333333333334,제주시,용담2동,제주시 동지역,한식,가정식
3080,돈향기,0.4266666666666667,0.65,0.6566666666666666,제주시,건입동,제주시 동지역,한식,단품요리 전문
3081,돈화로,0.48,0.02333333333333333,0.055,제주시,이도2동,제주시 동지역,한식,가정식
3082,돈황제,0.5633333333333334,0.01,0.041666666666666664,제주시,애월읍,애월읍,한식,가정식
3083,돈후명가,0.22166666666666668,0.07333333333333333,0.08166666666666667,제주시,연동,제주시 동지역,한식,가정식
3084,돌개바람,0.013333333333333334,0.0,0.0,서귀포시,성산읍,성산읍,한식,단품요리 전문
3085,돌갱이네집,0.155,0.25833333333333336,0.26166666666666666,제주시,한림읍,한림읍,한식,단품요리 전문
3086,돌고래식당,0.22,0.0033333333333333335,0.016666666666666666,제주시,한림읍,한림읍,한식,가정식
3087,돌고망,0.19499999999999998,0.005,0.018333333333333333,제주시,삼도2동,제주시 동지역,한식,단품요리 전문
3088,돌구들장오겹살,0.12,0.0033333333333333335,0.01,서귀포시,대정읍,대정읍,한식,단품요리 전문
3089,돌그리안 주식회사,0.09000000000000001,0.049999999999999996,0.05333333333333334,서귀포시,성산읍,성산읍,음료,커피
3090,돌나무바람그리고담,0.02,0.0,0.0,제주시,한림읍,한림읍,한식,단품요리 전문
3091,돌다메,1.505,0.045,0.16499999999999998,제주시,외도동,제주시 동지역,한식,단품요리 전문
3092,돌담,0.21166666666666667,0.015,0.024999999999999998,서귀포시,표선면,표선면,한식,단품요리 전문
3093,돌담가집밥,0.26833333333333337,0.0,0.016666666666666666,제주시,이도2동,제주시 동지역,한식,가정식
3094,돌담국수,0.29666666666666663,0.043333333333333335,0.06333333333333334,제주시,일도1동,제주시 동지역,패스트푸드,면류
3095,돌담길괴기집,0.053333333333333344,0.125,0.12333333333333334,제주시,애월읍,애월읍,한식,가정식
3096,돌담길에수선화,0.135,0.0,0.0075,제주시,일도2동,제주시 동지역,간식,베이커리
3097,돌담너머당근,0.02,0.02,0.02,제주시,구좌읍,구좌읍,한식,단품요리 전문
3098,돌담넘는고양이,0.03333333333333333,0.03333333333333333,0.034999999999999996,제주시,구좌읍,구좌읍,한식,가정식
3099,돌담땅콩국수,0.10833333333333334,0.14666666666666667,0.15333333333333332,제주시,애월읍,애월읍,한식,단품요리 전문
3100,돌담아구찜,0.4640000000000001,0.002,0.034,제주시,이도2동,제주시 동지역,한식,단품요리 전문
3101,돌담애분식,0.5233333333333333,0.0016666666666666668,0.035,제주시,이도2동,제주시 동지역,간식,분식
3102,돌담위에흑돼지,0.26666666666666666,0.3333333333333333,0.3383333333333334,제주시,애월읍,애월읍,한식,단품요리 전문
3103,돌담집,0.022,0.01,0.01,제주시,용담2동,제주시 동지역,한식,가정식
3104,돌담치킨,0.18166666666666664,0.0,0.015,제주시,연동,제주시 동지역,패스트푸드,치킨
3105,돌담통닭,0.3333333333333333,0.06833333333333334,0.08833333333333333,제주시,구좌읍,구좌읍,패스트푸드,치킨
3106,돌담흑돼지,0.9,0.6116666666666667,0.65,제주시,연동,제주시 동지역,주점및주류판매,민속주점
3107,돌담흑돼지중문,0.275,0.64,0.645,서귀포시,예래동,서귀포시 동지역,한식,돼지고기
3108,돌돌왕십리야채곱창,0.27999999999999997,0.0033333333333333335,0.02,제주시,노형동,제주시 동지역,한식,곱창
3109,돌돌이,1.1983333333333335,0.051666666666666666,0.12333333333333334,서귀포시,동홍동,서귀포시 동지역,한식,가정식
3110,돌돌이숯불갈비법환점,0.6333333333333334,0.049999999999999996,0.08833333333333333,서귀포시,대륜동,서귀포시 동지역,한식,가정식
3111,돌모루,0.15833333333333333,0.0033333333333333335,0.013333333333333334,서귀포시,표선면,표선면,아시아음식,일식
3112,돌미롱,1.135,0.011666666666666667,0.085,제주시,아라동,제주시 동지역,한식,단품요리 전문
3113,돌빌레,1.3550000000000002,0.05166666666666667,0.12833333333333333,제주시,애월읍,애월읍,한식,가정식
3114,돌산식당본점,0.03333333333333333,0.008333333333333333,0.01,서귀포시,성산읍,성산읍,한식,가정식
3115,돌삼집,0.8516666666666666,0.005,0.055,제주시,노형동,제주시 동지역,한식,가정식
3116,돌샘호프,0.13,0.03333333333333333,0.041666666666666664,서귀포시,정방동,서귀포시 동지역,주점및주류판매,맥주/요리주점
3117,돌섬,0.5016666666666667,0.15833333333333335,0.18333333333333332,서귀포시,성산읍,성산읍,한식,단품요리 전문
3118,돌섬식당,0.16666666666666666,0.0033333333333333335,0.01,제주시,한림읍,한림읍,한식,단품요리 전문
3119,돌솥마당,0.3416666666666666,0.0,0.021666666666666667,제주시,일도2동,제주시 동지역,한식,가정식
3120,돌수산,0.05,0.0,0.0,제주시,연동,제주시 동지역,한식,단품요리 전문
3121,돌아볼고예쁠산,0.0,0.0,0.0,제주시,한경면,한경면,한식,가정식
3122,돌아온  놀부네,0.37166666666666665,0.0016666666666666668,0.023333333333333334,제주시,이도2동,제주시 동지역,한식,가정식
3123,돌아온놀부네,0.49,0.0033333333333333335,0.035,서귀포시,대륜동,서귀포시 동지역,한식,가정식
3124,돌아온무한조개,1.2833333333333334,0.006666666666666667,0.09333333333333334,제주시,이도2동,제주시 동지역,한식,가정식
3125,돌아온천지연본점,0.05,0.025,0.025,서귀포시,정방동,서귀포시 동지역,한식,가정식
3126,돌집식당,0.555,0.25333333333333335,0.2816666666666667,서귀포시,표선면,표선면,한식,가정식
3127,돌체,0.07166666666666667,0.0,0.006666666666666667,제주시,이도2동,제주시 동지역,한식,단품요리 전문
3128,돌체라이브호프,0.4066666666666667,0.0033333333333333335,0.02666666666666667,제주시,삼도1동,제주시 동지역,주점및주류판매,맥주/요리주점
3129,돌카롱 제주공항점,0.17500000000000002,0.4083333333333334,0.41,제주시,오라동,제주시 동지역,간식,베이커리
3130,돌카롱사려니숲길점,0.33166666666666667,0.425,0.43166666666666664,제주시,조천읍,조천읍,한식,단품요리 전문
3131,돌카롱애월점,0.16,0.2425,0.245,제주시,애월읍,애월읍,간식,베이커리
3132,돌카페,0.11333333333333334,0.015,0.021666666666666667,서귀포시,대천동,서귀포시 동지역,음료,커피
3133,돌코롬맛존디,0.4066666666666667,0.049999999999999996,0.07333333333333333,제주시,한림읍,한림읍,간식,베이커리
3134,돌코롬봉봉,0.065,0.02,0.0225,서귀포시,표선면,표선면,한식,가정식
3135,돌코롬식당,0.01,0.0,0.0,서귀포시,안덕면,안덕면,한식,가정식
3136,돌코롬조천점으뜸아이스크림할인점조천점,0.13999999999999999,0.0,0.012,제주시,조천읍,조천읍,간식,아이스크림/빙수
3137,돌토고리카페,0.15166666666666667,0.021666666666666667,0.03,서귀포시,표선면,표선면,음료,커피
3138,돌트멍으로드는보름,0.055,0.005,0.008333333333333333,제주시,조천읍,조천읍,한식,단품요리 전문
3139,돌하루방국수,0.07666666666666667,0.024999999999999998,0.028333333333333335,서귀포시,천지동,서귀포시 동지역,간식,분식
3140,돌하루방식당,0.7799999999999999,0.05000000000000001,0.09833333333333334,제주시,일도2동,제주시 동지역,한식,가정식
3141,돌하르방나주곰탕,1.165,0.051666666666666666,0.11833333333333333,서귀포시,안덕면,안덕면,한식,가정식
3142,돌하르방뚝배기식당,0.03,0.043333333333333335,0.04666666666666667,서귀포시,성산읍,성산읍,한식,가정식
3143,돌하르방신제주점,0.2333333333333333,0.006666666666666667,0.021666666666666667,제주시,연동,제주시 동지역,한식,가정식
3144,돔뱅이,0.36833333333333335,0.021666666666666667,0.043333333333333335,서귀포시,예래동,서귀포시 동지역,한식,가정식
3145,돔베돈,0.9316666666666666,0.59,0.6333333333333333,제주시,건입동,제주시 동지역,한식,가정식
3146,돔베집,0.01,0.023333333333333334,0.023333333333333334,서귀포시,중앙동,서귀포시 동지역,한식,가정식
3147,돗깨비,0.19833333333333333,0.013333333333333334,0.02666666666666667,제주시,이호동,제주시 동지역,한식,가정식
3148,돗도구리돼지머리국밥,0.8300000000000001,0.0016666666666666668,0.05333333333333334,서귀포시,동홍동,서귀포시 동지역,한식,가정식
3149,돗통,0.5816666666666667,0.48,0.5016666666666667,서귀포시,안덕면,안덕면,한식,가정식
3150,동가,1.2066666666666668,0.035,0.11,서귀포시,표선면,표선면,아시아음식,중식
3151,동감,0.25333333333333335,0.0,0.018333333333333333,제주시,노형동,제주시 동지역,한식,단품요리 전문
3152,동강,4.325,0.021666666666666667,0.285,제주시,이도2동,제주시 동지역,아시아음식,중식
3153,동경갈비,0.06999999999999999,0.0,0.0033333333333333335,제주시,이도2동,제주시 동지역,한식,가정식
3154,동경수산,0.085,0.0,0.005,제주시,이도2동,제주시 동지역,아시아음식,일식
3155,동고량,0.128,0.028000000000000004,0.036,제주시,삼도2동,제주시 동지역,한식,가정식
3156,동광,0.25333333333333335,0.021666666666666667,0.03833333333333334,제주시,이도2동,제주시 동지역,한식,단품요리 전문
3157,동광17,1.1166666666666667,0.015,0.08166666666666667,제주시,일도2동,제주시 동지역,양식,양식
3158,동광가든,0.8300000000000001,0.02,0.07166666666666667,서귀포시,안덕면,안덕면,한식,단품요리 전문
3159,동광고을,0.24333333333333332,0.0,0.015,제주시,일도2동,제주시 동지역,한식,가정식
3160,동광메밀짬뽕,0.9966666666666666,0.055,0.115,서귀포시,안덕면,안덕면,아시아음식,중식
3161,동광분교인디이스트,0.37000000000000005,0.03833333333333333,0.05833333333333333,서귀포시,안덕면,안덕면,한식,단품요리 전문
3162,동광생오리집,1.115,0.005,0.075,제주시,일도2동,제주시 동지역,한식,단품요리 전문
3163,동광식당,0.54,0.0,0.034999999999999996,제주시,노형동,제주시 동지역,한식,단품요리 전문
3164,동광육거리짬뽕,1.2233333333333334,0.051666666666666666,0.125,서귀포시,안덕면,안덕면,아시아음식,중식
3165,동광회센타,1.5316666666666665,0.03166666666666667,0.12333333333333334,제주시,일도2동,제주시 동지역,한식,단품요리 전문
3166,동구미,0.22333333333333336,0.03,0.04,제주시,조천읍,조천읍,한식,단품요리 전문
3167,동구밖식당,0.19666666666666668,0.06833333333333334,0.07833333333333332,제주시,애월읍,애월읍,한식,가정식
3168,동귀리갈칫집,0.5116666666666666,0.21833333333333335,0.24166666666666667,제주시,노형동,제주시 동지역,한식,가정식
3169,동귀포구식당,0.16666666666666666,0.024999999999999998,0.03333333333333333,제주시,애월읍,애월읍,한식,가정식
3170,동그라미가든,0.5233333333333333,0.023333333333333334,0.051666666666666666,서귀포시,중문동,서귀포시 동지역,한식,가정식
3171,동근이숯불두마리치킨,0.18363636363636363,0.0018181818181818182,0.014545454545454545,제주시,화북동,제주시 동지역,패스트푸드,치킨
3172,동근이숯불두마리치킨시청점,0.33499999999999996,0.0033333333333333335,0.024999999999999998,제주시,삼도1동,제주시 동지역,패스트푸드,치킨
3173,동글랑,0.051666666666666666,0.0,0.005,서귀포시,동홍동,서귀포시 동지역,한식,단품요리 전문
3174,동글이,0.02666666666666667,0.12333333333333334,0.12333333333333334,서귀포시,중앙동,서귀포시 동지역,한식,가정식
3175,동남골식당,0.22999999999999998,0.01,0.021666666666666667,서귀포시,중문동,서귀포시 동지역,한식,가정식
3176,동남막걸리,0.13,0.02666666666666667,0.03333333333333333,서귀포시,성산읍,성산읍,한식,가정식
3177,동남식당,0.07166666666666667,0.02,0.024999999999999998,서귀포시,성산읍,성산읍,한식,가정식
3178,동네 (DONGNAE),0.08333333333333333,0.0,0.006666666666666667,제주시,이도2동,제주시 동지역,한식,가정식
3179,동네갈비,0.33499999999999996,0.005,0.023333333333333334,서귀포시,중문동,서귀포시 동지역,한식,단품요리 전문
3180,동네마당,0.27499999999999997,0.005,0.021666666666666667,제주시,연동,제주시 동지역,한식,가정식
3181,동네분식,0.03,0.0,0.0,제주시,이도2동,제주시 동지역,한식,단품요리 전문
3182,동네식당,0.021666666666666667,0.008333333333333333,0.01,서귀포시,천지동,서귀포시 동지역,한식,단품요리 전문
3183,동네포차&치킨,0.01,0.002,0.002,서귀포시,천지동,서귀포시 동지역,패스트푸드,치킨
3184,동녁바당,0.013333333333333334,0.0,0.0,제주시,조천읍,조천읍,한식,가정식
3185,동녘,0.13,0.255,0.25833333333333336,제주시,구좌읍,구좌읍,한식,가정식
3186,동대반점,0.06166666666666667,0.0,0.0033333333333333335,제주시,건입동,제주시 동지역,아시아음식,중식
3187,동도원,0.24666666666666667,0.18333333333333335,0.19666666666666666,서귀포시,중문동,서귀포시 동지역,한식,단품요리 전문
3188,동동전,0.09666666666666668,0.0016666666666666668,0.005,제주시,노형동,제주시 동지역,한식,단품요리 전문
3189,동동차이나남원점,0.19833333333333333,0.0,0.013333333333333334,서귀포시,남원읍,남원읍,아시아음식,중식
3190,동뜬식당,0.006666666666666667,0.09333333333333334,0.09166666666666667,서귀포시,성산읍,성산읍,한식,가정식
3191,동래파전,0.23500000000000001,0.005,0.02,제주시,조천읍,조천읍,한식,단품요리 전문
3192,동류암,0.115,0.0275,0.0325,서귀포시,성산읍,성산읍,한식,단품요리 전문
3193,동막골,2.1716666666666664,0.02,0.15166666666666667,제주시,아라동,제주시 동지역,한식,가정식
3194,동막골삼화점,1.4916666666666665,0.02,0.10833333333333334,제주시,삼양동,제주시 동지역,한식,가정식
3195,동막골서사라점,1.95,0.023333333333333334,0.13833333333333334,제주시,삼도1동,제주시 동지역,한식,단품요리 전문
3196,동막골용담점,0.76,0.005,0.055,제주시,용담2동,제주시 동지역,한식,가정식
3197,동명동락,0.23666666666666666,0.015,0.028333333333333332,제주시,한림읍,한림읍,한식,단품요리 전문
3198,동명리공간,0.09499999999999999,0.013333333333333334,0.02,제주시,한림읍,한림읍,한식,단품요리 전문
3199,동명본가,0.132,0.006,0.018,제주시,한림읍,한림읍,한식,가정식
3200,동명정류장,0.045000000000000005,0.03,0.03166666666666667,제주시,한림읍,한림읍,한식,단품요리 전문
3201,동명찐빵,0.023333333333333334,0.0,0.0,서귀포시,서홍동,서귀포시 동지역,한식,단품요리 전문
3202,동명카페,0.275,0.0,0.016666666666666666,제주시,일도2동,제주시 동지역,음료,커피
3203,동모루,0.19999999999999998,0.0033333333333333335,0.016666666666666666,서귀포시,남원읍,남원읍,한식,가정식
3204,동문,0.14333333333333334,0.0,0.006666666666666667,서귀포시,정방동,서귀포시 동지역,한식,단품요리 전문
3205,동문감자탕,0.3233333333333333,0.015,0.03666666666666667,제주시,일도1동,제주시 동지역,한식,단품요리 전문
3206,동문관,0.8683333333333333,0.0033333333333333335,0.055,제주시,일도1동,제주시 동지역,아시아음식,중식
3207,동문김밥,0.036666666666666674,0.0,0.006666666666666667,제주시,이도1동,제주시 동지역,한식,단품요리 전문
3208,동문당제과점,0.19499999999999998,0.005,0.02,서귀포시,중앙동,서귀포시 동지역,간식,베이커리
3209,동문로 수산식당,0.20750000000000002,0.0025,0.015000000000000001,서귀포시,중앙동,서귀포시 동지역,한식,단품요리 전문
3210,동문빅스타,0.018333333333333333,0.0,0.0,서귀포시,정방동,서귀포시 동지역,한식,단품요리 전문
3211,동문수산시장,0.19333333333333336,0.11499999999999999,0.12166666666666666,제주시,이도1동,제주시 동지역,한식,단품요리 전문
3212,동문시장오복떡집,0.6,0.6616666666666667,0.6783333333333333,제주시,일도1동,제주시 동지역,간식,베이커리
3213,동문야시장,0.06444444444444444,0.13,0.13111111111111112,제주시,일도1동,제주시 동지역,한식,단품요리 전문
3214,동문올레찐빵,0.20833333333333334,0.005,0.02,제주시,이도1동,제주시 동지역,한식,단품요리 전문
3215,동문올레횟집,0.21833333333333335,0.335,0.33666666666666667,제주시,이도1동,제주시 동지역,한식,단품요리 전문
3216,동문장수해장국,0.30833333333333335,0.0,0.02,서귀포시,동홍동,서귀포시 동지역,한식,단품요리 전문
3217,동문참식당,0.05833333333333333,0.075,0.07333333333333333,제주시,이도1동,제주시 동지역,한식,가정식
3218,동문카페,0.5183333333333333,0.018333333333333333,0.04833333333333334,제주시,건입동,제주시 동지역,음료,커피
3219,동문통해장국,0.5433333333333333,0.0016666666666666668,0.034999999999999996,제주시,건입동,제주시 동지역,한식,단품요리 전문
3220,동박낭,0.0125,0.02,0.02,서귀포시,남원읍,남원읍,한식,단품요리 전문
3221,동방낭,0.0,0.01,0.01,서귀포시,남원읍,남원읍,한식,단품요리 전문
3222,동방명품치킨,0.12666666666666668,0.0033333333333333335,0.01,제주시,봉개동,제주시 동지역,패스트푸드,치킨
3223,동백,0.135,0.06666666666666667,0.07166666666666667,제주시,조천읍,조천읍,한식,단품요리 전문
3224,동백낭식당,0.46666666666666673,0.05833333333333334,0.085,제주시,구좌읍,구좌읍,한식,가정식
3225,동백농원특산카페,0.13,0.03166666666666667,0.04,서귀포시,천지동,서귀포시 동지역,음료,커피
3226,동백돼지불백,0.11,0.021666666666666667,0.028333333333333332,서귀포시,남원읍,남원읍,양식,양식
3227,동백점빵,0.06,0.125,0.13,서귀포시,남원읍,남원읍,한식,베이커리
3228,동백정원,0.22,0.041666666666666664,0.055,서귀포시,중문동,서귀포시 동지역,한식,단품요리 전문
3229,동백키친,0.2866666666666667,0.06333333333333334,0.07833333333333332,제주시,한림읍,한림읍,한식,가정식
3230,동백호프,0.19833333333333333,0.005,0.016666666666666666,제주시,조천읍,조천읍,주점및주류판매,맥주/요리주점
3231,동백화로,1.12,0.011666666666666667,0.07833333333333334,서귀포시,동홍동,서귀포시 동지역,한식,가정식
3232,동백화방,0.04666666666666667,0.021666666666666667,0.021666666666666667,서귀포시,남원읍,남원읍,음료,커피
3233,동복뚝배기,0.2966666666666667,0.4716666666666667,0.47833333333333333,제주시,구좌읍,구좌읍,한식,가정식
3234,동복리671,0.02,0.0033333333333333335,0.0033333333333333335,제주시,구좌읍,구좌읍,한식,단품요리 전문
3235,동복리해녀잠수촌,0.20666666666666667,0.13333333333333333,0.13999999999999999,제주시,구좌읍,구좌읍,한식,단품요리 전문
3236,동부두삼십년해장국,0.19,0.0075,0.0175,제주시,건입동,제주시 동지역,한식,단품요리 전문
3237,동부산가든,3.4166666666666665,0.028333333333333332,0.23833333333333337,제주시,봉개동,제주시 동지역,한식,단품요리 전문
3238,동부휴게소,0.055,0.008333333333333333,0.01,제주시,조천읍,조천읍,한식,가정식
3239,동산식당,1.1466666666666667,0.0,0.06999999999999999,제주시,삼양동,제주시 동지역,한식,가정식
